¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,∆Ú±’±‚ø¬(°∆C),√÷¿˙±‚ø¬(°∆C),√÷∞Ì±‚ø¬(°∆C),10∫– √÷¥Ÿ ∞≠ºˆ∑Æ(mm),1Ω√∞£ √÷¥Ÿ∞≠ºˆ∑Æ(mm),¿œ∞≠ºˆ∑Æ(mm),√÷¥Î º¯∞£ «≥º”(m/s),√÷¥Î «≥º”(m/s),∆Ú±’ «≥º”(m/s),√÷º“ ªÛ¥ÎΩ¿µµ(%),∆Ú±’ ªÛ¥ÎΩ¿µµ(%)
90,º”√ ,2021-09-30,19.4,14.6,24.8,,,,5.8,4.1,1.6,65,82.9
90,º”√ ,2021-10-01,20,15.4,25.6,,,,5.2,3.5,1.5,59,78.8
90,º”√ ,2021-10-02,20.1,16.3,24.6,,,,5.2,3.7,1.5,54,78.8
90,º”√ ,2021-10-03,22.3,16.9,27.4,,,,5.7,3.3,1.4,33,67
90,º”√ ,2021-10-04,25.1,21.5,27,.9,3.1,4.9,13,5.9,2,32,61.8
90,º”√ ,2021-10-05,17.6,15.8,21.6,2.6,9.9,56.9,9.3,5.9,2.5,92,96.3
90,º”√ ,2021-10-06,16.5,15.6,18.2,1.3,4.5,34.4,9.2,5.8,2.8,91,96.1
90,º”√ ,2021-10-07,16.7,15.7,19,.4,1.1,2.8,8.7,5.7,1.6,81,92.1
90,º”√ ,2021-10-08,17.1,15.8,18.6,1.3,5.9,23.4,6.7,4,1.2,96,97.8
90,º”√ ,2021-10-09,18.8,17.4,20.7,2.1,9.6,42.9,5.9,3.3,1.2,97,98.4
90,º”√ ,2021-10-10,21.9,17.9,27.5,0,0,0,11.1,5.7,1.5,55,76.8
90,º”√ ,2021-10-11,15.9,14.1,20,0,0,0,7.4,3.7,1.2,40,72.6
90,º”√ ,2021-10-12,16.9,13.6,20.9,0,0,0,7.3,4.6,1.9,52,75.1
90,º”√ ,2021-10-13,17.6,14.6,22.1,0,0,0,4.3,2.4,1.3,53,70.9
90,º”√ ,2021-10-14,19.7,14,24.2,0,0,0,5.7,4.1,1.4,52,70.8
90,º”√ ,2021-10-15,16.9,14.8,20.4,8.2,20.4,37.7,10.6,6.9,2.2,66,85.5
90,º”√ ,2021-10-16,12.8,5.8,18.9,.4,1.6,2.1,12.3,8,2.7,35,60.6
90,º”√ ,2021-10-17,6.3,2.2,10.8,,,,6.9,3.2,1.6,28,47.5
90,º”√ ,2021-10-18,11.4,3.3,17.4,,,,7.1,3.5,1.7,29,49
90,º”√ ,2021-10-19,10.6,6.9,15.5,2.1,4.2,10.5,12.2,8.2,2.4,50,72.8
90,º”√ ,2021-10-20,9.2,5.4,14,.6,.8,.8,5.7,2.9,1.7,50,73.4
90,º”√ ,2021-10-21,10.7,6,15.5,0,0,0,5.8,3.4,2,58,73.5
90,º”√ ,2021-10-22,10.8,8.4,15.2,.3,.4,.5,8.3,5.6,2.4,49,72.4
90,º”√ ,2021-10-23,12.4,7.8,18.4,,,,6.6,4.4,1.8,43,60.1
90,º”√ ,2021-10-24,13,8.4,19,,,,4.3,2.6,1.4,31,47.8
90,º”√ ,2021-10-25,13.1,7.6,18.5,,,,3.8,2.2,1.3,29,49.8
90,º”√ ,2021-10-26,15.9,8.9,21.1,,,,7.1,4.6,1.7,28,45
90,º”√ ,2021-10-27,15.2,10.5,19.5,0,0,0,8.6,5,2,29,48.6
90,º”√ ,2021-10-28,13.1,9.4,18.4,,,,6.5,4.3,2.2,28,48.9
90,º”√ ,2021-10-29,13.5,8.9,19.5,,,,5.8,4.3,1.6,40,59
90,º”√ ,2021-10-30,13.9,9.6,19.9,,,,4,2.8,1.3,41,59.3
90,º”√ ,2021-10-31,15.2,10.9,20.7,,,,4.8,3,1.3,37,56.5
90,º”√ ,2021-11-01,14.5,11.8,19,,,0,10.1,5.8,2.4,37,61.4
90,º”√ ,2021-11-02,11.9,9.2,14.3,,,10.9,7.9,4.9,1.6,66,82.4
90,º”√ ,2021-11-03,13.5,10.1,18.2,,,.1,4.3,2.5,1.1,52,71.8
90,º”√ ,2021-11-04,13.7,9.3,19.4,,,,6,2.8,1,37,56.8
90,º”√ ,2021-11-05,14,9.4,19.1,,,,3.7,2.6,1.4,44,60.4
90,º”√ ,2021-11-06,13.9,10.3,19,,,,4.4,2.6,1.5,57,72.1
90,º”√ ,2021-11-07,14.1,9.2,20.1,,,.3,10.2,6.2,1.9,55,69
90,º”√ ,2021-11-08,11.5,6.7,17.5,,,.6,16.6,8.7,3.6,42,61.5
90,º”√ ,2021-11-09,7.1,5.1,8.8,,,0,12.7,6.9,2.9,42,49.8
90,º”√ ,2021-11-10,6.2,3.7,9,,,,14.5,8.1,3.1,33,40.9
90,º”√ ,2021-11-11,6.5,3.9,10.2,,,,16.1,9.3,3.5,28,39.3
90,º”√ ,2021-11-12,5.8,2.2,10,,,,11.8,4.9,2.2,21,34.9
90,º”√ ,2021-11-13,9.2,.7,15.7,,,,10.5,4.7,1.7,21,41.5
90,º”√ ,2021-11-14,12.9,9,17,,,,10.3,5,2,32,47.6
90,º”√ ,2021-11-15,11.3,7.2,15.1,,,,7.5,3.9,1.7,25,47.6
90,º”√ ,2021-11-16,9.9,5.5,15.1,,,,6.2,3.8,1.8,31,49.4
90,º”√ ,2021-11-17,9.8,4.1,14.6,,,,6.8,3.7,1.6,25,38.5
90,º”√ ,2021-11-18,14.6,8.3,17.6,,,,10.2,4.9,2.3,39,47.4
90,º”√ ,2021-11-19,15.8,12,19.6,,,,9.5,4.9,2.4,37,51.6
90,º”√ ,2021-11-20,11.8,8.1,16,,,.2,11.2,8.2,2.5,53,73.6
90,º”√ ,2021-11-21,12.2,8.9,16.5,,,,3.6,2.6,.9,48,74.1
90,º”√ ,2021-11-22,4.4,.4,14.5,,,0,15.9,8.6,3.5,24,38.1
90,º”√ ,2021-11-23,1.1,-1.8,5,,,,17,7.7,3.8,13,26.9
90,º”√ ,2021-11-24,6.1,0,9.5,,,0,15.4,7.1,4.1,21,36.4
90,º”√ ,2021-11-25,8.7,4.7,11.8,,,,13.4,5.7,2.6,16,28.6
90,º”√ ,2021-11-26,5.8,2.8,10.3,,,,9.9,4.8,2.4,22,29.6
90,º”√ ,2021-11-27,3.4,-.7,9,,,,4.2,2.5,1.4,28,46.1
90,º”√ ,2021-11-28,8.8,.4,15.6,,,,6,2.7,1.2,12,25.5
90,º”√ ,2021-11-29,11.7,7,14.3,,,,10.3,5,1.6,8,30.6
90,º”√ ,2021-11-30,7.6,2.2,10.9,,,4.1,14.4,5.6,1.7,50,66.3
90,º”√ ,2021-12-01,.1,-1.7,2.4,,,,14.6,7,3.5,25,35.9
90,º”√ ,2021-12-02,3.7,-2,7,,,0,18.4,9.2,2.5,24,37.8
90,º”√ ,2021-12-03,3.8,-.4,7.5,,,0,10.2,5.1,2.4,19,30.6
90,º”√ ,2021-12-04,3,-.9,7.8,,,,11.7,4.8,2.3,19,27
90,º”√ ,2021-12-05,4.7,-.2,12,,,,4.8,3,1.5,29,44.4
90,º”√ ,2021-12-06,8.7,2.2,13.5,,,,5.9,3.3,1.5,29,44
90,º”√ ,2021-12-07,7,3.8,10.6,,,10.4,9.8,7,2.5,49,73.3
90,º”√ ,2021-12-08,6.4,3.1,12.1,,,,4.7,3,1.6,54,74.6
90,º”√ ,2021-12-09,7.9,3.4,12.6,,,,5.7,3.8,1.6,47,65.5
90,º”√ ,2021-12-10,9,4,13.9,,,0,9.9,5.2,1.5,49,61.5
90,º”√ ,2021-12-11,8.3,4.3,12.6,,,,6.7,3.2,1.4,39,57.6
90,º”√ ,2021-12-12,4.7,-1.7,9.5,,,,16.3,7.2,2.8,19,32.8
90,º”√ ,2021-12-13,.2,-5.7,5.2,,,,6.4,3.4,1.3,19,30.5
90,º”√ ,2021-12-14,5.7,-1.1,9.1,,,,13.1,7.4,3,31,44.5
90,º”√ ,2021-12-15,8.7,6.6,10.8,,,0,10.1,5.3,2.1,45,54.1
90,º”√ ,2021-12-16,8.3,5.4,12.2,,,,8.2,4.4,1.9,22,42.3
90,º”√ ,2021-12-17,-2.3,-8.6,8,,,,18.1,7.7,3.1,15,26.6
90,º”√ ,2021-12-18,-2.3,-8.8,2.5,,,,11.5,5.9,2.3,14,36.6
90,º”√ ,2021-12-19,2.1,-2.3,6,,,,13.4,5.4,2.4,16,33.6
90,º”√ ,2021-12-20,8.4,3.7,11.5,,,,11.6,5.1,2.4,25,41.6
90,º”√ ,2021-12-21,8.9,4.7,13,,,,11.3,5.6,2.6,20,39.6
90,º”√ ,2021-12-22,3.3,-.9,6.8,,,0,7.8,5.2,2.4,29,60.6
90,º”√ ,2021-12-23,3.2,-1.4,8.1,,,,6.3,3.7,1.8,34,59.3
90,º”√ ,2021-12-24,1.9,-1.3,4.9,,,42.1,10.3,7.1,2.2,43,77
90,º”√ ,2021-12-25,-7.1,-13.5,-.7,,,16.2,7.2,4.5,1.6,35,65.6
90,º”√ ,2021-12-26,-10.4,-14.9,-6.8,,,,10.8,6,2,32,42.9
90,º”√ ,2021-12-27,-5.3,-13,-1,,,,17.5,8.5,2.1,31,44.6
90,º”√ ,2021-12-28,.4,-8.1,5.2,,,,11,4.3,1.6,19,41.9
90,º”√ ,2021-12-29,4,.5,6.6,,,0,11.4,6,2.9,37,48.5
90,º”√ ,2021-12-30,-2.6,-6,.6,,,,13.2,6.2,2.7,24,34.5
90,º”√ ,2021-12-31,-4.6,-8,-.9,,,,9.1,3.4,1.7,18,24.4
90,º”√ ,2022-01-01,-3.3,-9.2,2.1,,,,4,2.6,1.3,19,40.8
90,º”√ ,2022-01-02,2.2,-2.4,5.9,,,,10,5.4,2.1,20,37.8
90,º”√ ,2022-01-03,.6,-3,3,,,,8.7,4.7,2.1,14,33.9
90,º”√ ,2022-01-04,-1.2,-4.2,1.8,,,,11.1,5.6,2.1,25,43.4
90,º”√ ,2022-01-05,-1.5,-4.9,1.9,,,,5.4,3.7,1.9,42,60.1
90,º”√ ,2022-01-06,-1.2,-4.7,3.3,,,,9.9,6.6,2.2,30,57.4
90,º”√ ,2022-01-07,-.4,-4.2,3.9,,,,3.9,2.5,1.5,32,46.9
90,º”√ ,2022-01-08,3.3,-2.4,5.4,,,,10.5,4.7,2.1,29,45.3
90,º”√ ,2022-01-09,1.9,-1.2,5.2,,,,9.3,4.4,1.9,51,66.1
90,º”√ ,2022-01-10,1.8,-2,5.1,,,,6,3.8,1.7,51,65.6
90,º”√ ,2022-01-11,-2.8,-7.1,2,,,,9.8,4.5,2.4,21,36.3
90,º”√ ,2022-01-12,-4.2,-9.8,1.1,,,,12,7,1.8,19,28.3
90,º”√ ,2022-01-13,-5.2,-7.2,-2,,,,12,5.6,2.9,23,31.4
90,º”√ ,2022-01-14,-3.1,-9,3.4,,,,5.3,2.6,1.3,23,33.9
90,º”√ ,2022-01-15,1.2,-4.5,4.9,,,,8.6,4.5,2,29,46.3
90,º”√ ,2022-01-16,1.4,-3.8,4.4,,,0,11.4,5.6,3.3,16,33.5
90,º”√ ,2022-01-17,-3.4,-5.6,-.5,,,,10.4,4.8,2.6,17,28.6
90,º”√ ,2022-01-18,-4.5,-9.3,-.7,,,,4.4,2.7,1.2,19,41.3
90,º”√ ,2022-01-19,-2.3,-6.1,1.5,,,3.1,11.7,6.2,1.8,32,53.5
90,º”√ ,2022-01-20,-3.5,-6.3,-.1,,,.1,7.3,3.5,2.2,45,58.9
90,º”√ ,2022-01-21,-2.5,-6.4,2.4,,,,4.3,2.8,1.8,27,55.4
90,º”√ ,2022-01-22,-1.1,-5.4,2.3,,,,6,3.9,1.6,60,73.3
90,º”√ ,2022-01-23,1.3,-1.2,3.5,,,.2,7.7,5.3,2.3,63,76
90,º”√ ,2022-01-24,2,-.6,4,,,.2,5.8,3.6,1.6,53,72.5
90,º”√ ,2022-01-25,2.4,-.6,4.3,,,,4.3,1.9,.7,57,69.8
90,º”√ ,2022-01-26,3.7,.3,7.8,,,,7.7,4.7,1.9,24,40.4
90,º”√ ,2022-01-27,.7,-2.8,4.3,,,,10,7.1,2,30,56.3
90,º”√ ,2022-01-28,-.6,-4.5,2.3,,,,6.6,3.3,1.6,25,44.8
90,º”√ ,2022-01-29,-.5,-4.1,3.8,,,,6.7,4.1,1.7,24,32.5
90,º”√ ,2022-01-30,-1.5,-4.6,2.1,,,,5.3,3.1,1.7,25,38.5
90,º”√ ,2022-01-31,.9,-3.9,5.6,,,,5.7,3.6,1.5,16,31.4
90,º”√ ,2022-02-01,.9,-1.3,3.5,,,,10.1,4.8,2.1,31,44.1
90,º”√ ,2022-02-02,-.5,-3.5,3.2,,,,10.7,5.7,2.7,21,32.3
90,º”√ ,2022-02-03,-.9,-4.8,3.8,,,,9.2,4.6,2.1,16,25.6
90,º”√ ,2022-02-04,-3.1,-6.7,1,,,,11.1,5.3,2.6,18,27
90,º”√ ,2022-02-05,-5.1,-9,-1,,,,11.8,6,2.3,19,29.5
90,º”√ ,2022-02-06,-2,-6.8,2.8,,,,11.5,6,2.7,20,27.9
90,º”√ ,2022-02-07,-1.5,-6,1.9,,,,3.9,2.4,1.2,25,37.6
90,º”√ ,2022-02-08,-.3,-4,3.9,,,,4.5,3,1.3,30,42.6
90,º”√ ,2022-02-09,.9,-3.3,6.5,,,,5.4,3.3,1.4,34,57.9
90,º”√ ,2022-02-10,1,-2.2,4.8,,,,8,4.9,1.9,35,47.4
90,º”√ ,2022-02-11,4.1,-2.3,9.1,,,,5.4,3.2,1.6,31,46
90,º”√ ,2022-02-12,4.5,.8,7.3,,,,6.4,4.4,1.5,36,51.8
90,º”√ ,2022-02-13,3.3,1.1,5.5,,,8.1,10.3,7,2.7,59,78
90,º”√ ,2022-02-14,3.4,.9,5.4,,,1.4,9.4,4.7,2.5,52,81.3
90,º”√ ,2022-02-15,-2,-6.2,1.8,,,,12.5,6.7,3.5,27,36.6
90,º”√ ,2022-02-16,-6.2,-8.6,-2.9,,,,14.4,6.8,3.7,21,29.5
90,º”√ ,2022-02-17,-5.4,-10.9,-.9,,,,7.6,4.5,2.2,26,37.3
90,º”√ ,2022-02-18,.8,-6.2,5.3,,,,5.5,3.9,1.5,15,37.8
90,º”√ ,2022-02-19,1.6,-3,5.1,,,,10.4,5.4,2.4,13,29.6
90,º”√ ,2022-02-20,-3.2,-6.9,.6,,,,13.2,5.8,2.9,14,25.6
90,º”√ ,2022-02-21,-1.6,-5.7,3.1,,,0,10.9,7.3,3.1,20,35.4
90,º”√ ,2022-02-22,-3,-5.8,1,,,,11.9,6.7,2.8,18,25.8
90,º”√ ,2022-02-23,-4.8,-10.1,-1.3,,,,4.9,3.3,1.6,20,33.1
90,º”√ ,2022-02-24,.4,-7.6,6.4,,,,12.4,6.1,2,10,25.8
90,º”√ ,2022-02-25,5.9,-.3,10.6,,,,11.8,6.1,2.6,19,34.3
90,º”√ ,2022-02-26,7,2.9,11.2,,,1.6,15.4,7.8,3.6,36,51.3
90,º”√ ,2022-02-27,6.1,1.1,11,,,,14.6,7.6,3,21,32.3
90,º”√ ,2022-02-28,6.8,3.6,12.7,,,,6.9,4.9,1.7,25,50.4
90,º”√ ,2022-03-01,7.3,3.1,11.9,,,,7.9,4.4,1.8,24,56.3
90,º”√ ,2022-03-02,6.4,1.1,11.9,,,,10.3,4.6,2,16,32.4
90,º”√ ,2022-03-03,5.1,1,8.5,,,,10.5,5.1,2.1,29,47.6
90,º”√ ,2022-03-04,9.2,0,17.7,,,.6,14.5,6.6,2.3,13,42.1
90,º”√ ,2022-03-05,4.1,1,10.1,,,0,14.9,8.1,4.2,12,20.3
90,º”√ ,2022-03-06,2.3,-.5,6.2,,,,11.1,5.8,2.5,14,34
90,º”√ ,2022-03-07,4.2,-2,8.4,,,,3.3,2.6,1.3,28,40.9
90,º”√ ,2022-03-08,5.1,1.1,9.8,,,,4.6,3.2,1.3,31,58.6
90,º”√ ,2022-03-09,5.3,1.3,9.7,,,,5.6,3.4,1.4,58,76.8
90,º”√ ,2022-03-10,11,2.2,17.4,,,,10.8,5,2,9,45
90,º”√ ,2022-03-11,14.3,10.9,21,,,,10.1,4.7,1.7,10,31.6
90,º”√ ,2022-03-12,8.8,4.5,12.5,,,.5,7.8,5.2,2,37,65.4
90,º”√ ,2022-03-13,5.2,3.8,6.4,,,18.3,10.7,7.2,2.5,88,94.4
90,º”√ ,2022-03-14,6.3,4.4,9.1,,,9.3,11.5,7,1.8,61,94.6
90,º”√ ,2022-03-15,8.3,4.1,11.2,,,,9.7,4.3,2.3,55,72.5
90,º”√ ,2022-03-16,10.6,5.7,16.3,,,,8.8,4.7,1.9,31,64.5
90,º”√ ,2022-03-17,5.3,4.1,8.3,,,18.5,8.5,5.2,2.4,77,89.5
90,º”√ ,2022-03-18,4.3,2,5.7,,,2.7,9.6,6.9,3.6,65,78.3
90,º”√ ,2022-03-19,1.1,-.3,3,,,29.2,8.7,5.4,2.3,79,90.1
90,º”√ ,2022-03-20,4.1,-.2,10.1,,,0,5.1,3.5,1.4,48,75.5
90,º”√ ,2022-03-21,4.8,.2,8.7,,,,5.5,3.4,1.5,51,66.3
90,º”√ ,2022-03-22,4.7,.4,8.2,,,,8.3,5,1.9,36,62.5
90,º”√ ,2022-03-23,6.9,1.1,11.4,,,,9.3,4.9,1.8,33,49.9
90,º”√ ,2022-03-24,10.5,6.3,14.9,,,,10.7,4.9,2.2,45,53.9
90,º”√ ,2022-03-25,11.2,8.2,14.4,,,6.2,5.9,3.6,1.3,48,66.9
90,º”√ ,2022-03-26,9.7,7.3,12.7,,,22.2,16.5,11.9,2.7,68,88.8
90,º”√ ,2022-03-27,10.7,5.8,15.4,,,0,12.3,6.4,2.6,20,38.9
90,º”√ ,2022-03-28,6.9,1.7,11.8,,,,7.7,5.3,2,16,41.6
90,º”√ ,2022-03-29,10.6,1.5,15.8,,,,7.7,5.2,1.8,21,46.8
90,º”√ ,2022-03-30,11.2,5.9,15.1,,,1.3,10.6,6.3,2.1,27,61.6
90,º”√ ,2022-03-31,5.2,3.8,7.2,,,5.7,6.3,4.3,1.8,69,87.4
90,º”√ ,2022-04-01,5.5,1.9,10.3,,,,5.9,3.7,1.9,45,69.4
90,º”√ ,2022-04-02,7.3,1.8,13.1,,,,4.9,3.4,1.4,55,69.8
90,º”√ ,2022-04-03,8.7,3.8,13.8,,,,7.5,4.6,1.9,50,67.6
90,º”√ ,2022-04-04,11.8,5,17,,,,10.2,6,2.1,20,44.8
90,º”√ ,2022-04-05,15.3,7.6,20.6,,,,13.5,5.6,2.6,13,24.4
90,º”√ ,2022-04-06,10.9,7.3,14,,,,11.7,5.3,2.8,34,52
90,º”√ ,2022-04-07,11.5,7.4,20.2,,,,15.1,7.6,2.2,18,54
90,º”√ ,2022-04-08,13.8,4,21.1,,,,13.4,7.1,2.9,13,46.8
90,º”√ ,2022-04-09,23.2,17.7,27.2,,,,22.3,8.6,5.1,13,24.4
90,º”√ ,2022-04-10,24,14.9,29.8,,,,15.1,6.6,2.7,12,20.4
90,º”√ ,2022-04-11,19.1,13.7,23.9,,,,10.4,6.8,2.9,20,46
90,º”√ ,2022-04-12,15.3,9.7,23.7,.5,1,2.2,9.1,6.4,2.4,29,66.4
90,º”√ ,2022-04-13,8.5,6.6,10.5,.7,2.5,13.8,7.7,5,2.1,62,80.8
90,º”√ ,2022-04-14,9.5,7.4,13,.3,.5,.5,5.7,3.3,1.7,55,68.3
90,º”√ ,2022-04-15,9.1,5.3,14.1,,,,4,2.5,1.5,49,68.1
90,º”√ ,2022-04-16,12.3,2.8,16.9,,,,8.7,6.2,2.6,22,51.9
90,º”√ ,2022-04-17,16.9,12.9,20.1,,,,7.9,4.1,2.2,16,28.4
90,º”√ ,2022-04-18,15.3,8.7,20.9,,,,10.7,5.5,2.1,15,47.4
90,º”√ ,2022-04-19,12.6,6.6,17.1,,,,5.9,4,1.6,29,74.6
90,º”√ ,2022-04-20,20,13.3,26,,,,11.4,4.8,1.9,14,22.5
90,º”√ ,2022-04-21,18.6,12.9,23.2,,,,8.3,4.5,2,18,35.8
90,º”√ ,2022-04-22,19.2,15.9,23.3,,,,14,6.3,2.6,43,50
90,º”√ ,2022-04-23,14.5,10.1,18.4,,,,9.9,6.5,2.9,50,67.4
90,º”√ ,2022-04-24,20.5,9.2,25.6,,,,7.5,4.5,1.8,21,44.5
90,º”√ ,2022-04-25,18.8,14.3,22.2,,,,8.5,4.4,1.9,26,62.9
90,º”√ ,2022-04-26,19,13.8,24.7,.2,.2,.2,8.1,4.3,2.2,30,67.6
90,º”√ ,2022-04-27,13.5,9,21.4,,,,12.5,7.8,2.9,34,57.1
90,º”√ ,2022-04-28,11,8.9,12.1,.3,.8,1.2,5.2,3,1.4,69,85.4
90,º”√ ,2022-04-29,7.8,6.4,10.8,.8,2.7,15.6,7.8,5.1,1.8,79,90.4
90,º”√ ,2022-04-30,11.3,4.4,17,0,0,0,10.2,4.7,1.7,43,67
90,º”√ ,2022-05-01,13.5,9,21.1,0,0,0,12,6.6,2.8,18,43.1
90,º”√ ,2022-05-02,10.5,5.8,15.4,0,0,0,8.4,4.8,1.9,45,61.6
90,º”√ ,2022-05-03,17.6,5.9,24.2,,,,13.5,5.5,2.4,20,33.1
90,º”√ ,2022-05-04,23.9,19.4,29.1,,,,15.9,6.2,4.1,19,25.4
90,º”√ ,2022-05-05,20.5,15.4,24.9,,,,10.5,5.2,2.3,29,41
90,º”√ ,2022-05-06,18.9,14.5,23.9,,,,7.2,5,1.5,41,59.5
90,º”√ ,2022-05-07,13.5,9.5,20.9,.9,2.9,7.7,13.3,8.4,2.4,40,81.4
90,º”√ ,2022-05-08,12.5,7.7,15.7,0,0,0,5.9,3.7,1.6,53,72.6
90,º”√ ,2022-05-09,13.6,7.9,20,,,,4.7,3.4,1.4,42,67.5
90,º”√ ,2022-05-10,13.5,7,19.2,,,,9.7,5.9,2.3,47,65.3
90,º”√ ,2022-05-11,15.2,10.7,19.7,0,0,0,5.6,3.8,1.6,66,77.9
90,º”√ ,2022-05-12,14,11.1,18.1,,,,9.8,7.4,2.8,67,80
90,º”√ ,2022-05-13,12.1,7.8,15.3,0,0,0,7.7,5.3,1.7,59,81
90,º”√ ,2022-05-14,16,6.8,22.8,,,,13.7,6.8,2.3,14,41
90,º”√ ,2022-05-15,15.4,9.6,19.7,,,,8.9,5.5,2.3,27,41.9
90,º”√ ,2022-05-16,19.2,13.6,26.4,,,,11.6,5.8,3,20,37.8
90,º”√ ,2022-05-17,19.4,12.9,23.6,0,0,0,9.1,6.5,2.1,35,50
90,º”√ ,2022-05-18,23.5,17,27.9,0,0,0,10.1,4.6,2.3,26,35.6
90,º”√ ,2022-05-19,21.1,17.6,24,,,,8.1,4.5,2.2,27,49.4
90,º”√ ,2022-05-20,23.1,20.1,27.6,,,,8.6,4.6,1.8,19,33
90,º”√ ,2022-05-21,24.5,18.2,30.3,,,,7.8,3.6,1.8,27,41.1
90,º”√ ,2022-05-22,20,14.9,24.3,0,0,0,8.9,6.3,1.7,38,63.9
90,º”√ ,2022-05-23,18.6,14,23.9,,,,9.1,5.4,1.9,51,76
90,º”√ ,2022-05-24,24.6,16.9,30.2,,,,7.3,4.6,2,26,50.5
90,º”√ ,2022-05-25,22.4,17.5,27.8,0,0,0,11.7,6.2,2.1,22,52.8
90,º”√ ,2022-05-26,20.8,14.9,25.5,.6,1.4,1.4,10.9,5.9,2.6,23,42.5
90,º”√ ,2022-05-27,19.7,16.8,24.9,0,0,0,10.6,6.4,2.5,31,54.1
90,º”√ ,2022-05-28,26.5,17.4,33.5,,,,14.2,6.3,2.7,14,32.5
90,º”√ ,2022-05-29,22.5,16.9,27.8,,,,11.9,5.9,2.5,12,50.4
90,º”√ ,2022-05-30,16.9,16,18.7,0,0,0,8.6,6.4,3,72,85.8
90,º”√ ,2022-05-31,20.9,12.8,26.8,,,,10.4,6.1,2.1,17,51.3
90,º”√ ,2022-06-01,20.7,16.3,24.2,,,,8.9,3.8,1.7,16,44.4
90,º”√ ,2022-06-02,21.3,16.1,27.2,,,,7.6,4.6,1.8,28,57
90,º”√ ,2022-06-03,19.1,17,21.8,0,0,0,8.4,5.6,2.7,69,80.4
90,º”√ ,2022-06-04,18.7,17.3,22.1,0,0,0,7.6,5.1,3.3,70,83
90,º”√ ,2022-06-05,17.5,16.5,19,2.3,8.1,14.1,8.2,6.3,3.4,83,91
90,º”√ ,2022-06-06,14.1,12.3,16.9,9.9,17.8,75.4,11.6,7.9,4.3,86,93.6
90,º”√ ,2022-06-07,13.6,11.2,14.9,1,1.9,2.8,8.2,5.3,2.1,77,87
90,º”√ ,2022-06-08,15.8,10.1,20,,,,4.3,3.1,1.6,56,75.5
90,º”√ ,2022-06-09,15.6,12.4,19.7,.1,.1,.1,5.2,3.4,1,71,87.4
90,º”√ ,2022-06-10,17.8,13.1,23,,,,4.3,2.8,1.1,66,85.8
90,º”√ ,2022-06-11,17.8,15.9,20.2,,,,5.4,3.9,1.6,80,92
90,º”√ ,2022-06-12,18.7,16.4,22.9,0,0,0,5.5,3.5,1.8,72,85.4
90,º”√ ,2022-06-13,18.4,16.4,21.3,0,0,0,5.8,3.7,1.7,75,86.1
90,º”√ ,2022-06-14,17.3,15.9,20.1,0,0,0,5.2,3.3,1.7,72,80.9
90,º”√ ,2022-06-15,14.8,13.7,16.6,1.2,4.4,9.2,6.6,4.6,1.6,77,89.5
90,º”√ ,2022-06-16,18.7,13.8,23,1.2,3.6,5.4,6.1,4.1,1.5,59,81.4
90,º”√ ,2022-06-17,23.6,19.5,31,,,,9.3,5.4,2.1,39,60.8
90,º”√ ,2022-06-18,24.6,20.5,28.9,.1,.1,.1,7.1,4.6,1.7,52,67
90,º”√ ,2022-06-19,23.9,19.8,29.4,,,,6.6,4.6,1.7,53,74.8
90,º”√ ,2022-06-20,24.5,20.9,28.9,,,,4.4,3.1,1.3,57,73
90,º”√ ,2022-06-21,22.2,20,26.3,,,,4.5,3.3,1.5,75,88.4
90,º”√ ,2022-06-22,22.3,19.7,25.2,,,,5.1,3.5,1.7,77,91.9
90,º”√ ,2022-06-23,21.3,20.1,22.9,13.7,22.8,54.8,6.2,3.8,1.2,88,96.5
90,º”√ ,2022-06-24,26.2,20.2,32.7,2.6,6.3,11.7,10.9,5.9,2.1,43,66.6
90,º”√ ,2022-06-25,29.8,23.9,34.6,,,,11.2,5,2.4,34,45.9
90,º”√ ,2022-06-26,26.4,19.8,32.3,9,10.5,19.9,8.9,5,2,50,72.3
90,º”√ ,2022-06-27,24.4,21.6,28.5,5,7.2,19.9,5.4,3.2,1.2,64,87.1
90,º”√ ,2022-06-28,29.4,24.2,31.4,.3,.3,.4,14.7,6,2.9,53,61.4
90,º”√ ,2022-06-29,27.1,22.8,32.5,.3,.3,.6,12.1,5,2,52,74.5
90,º”√ ,2022-06-30,22.1,21.1,23.8,1.4,6,34.3,6.2,3.9,1.3,82,95.6
90,º”√ ,2022-07-01,24.1,20.7,30.7,,,,6.7,4.1,1.5,55,85.8
90,º”√ ,2022-07-02,25.1,20.7,31.2,,,,6.2,4.2,1.7,60,83.4
90,º”√ ,2022-07-03,26.7,22,31.6,,,,6,4.3,1.2,55,78.4
90,º”√ ,2022-07-04,27.4,23.7,31.1,,,,4.9,3.5,1.2,59,74.4
90,º”√ ,2022-07-05,25.6,23.4,29.6,0,0,0,4.3,2.8,1.2,75,87.5
90,º”√ ,2022-07-06,25.6,23.6,28.8,0,0,0,4.6,3.3,1.5,78,87.3
90,º”√ ,2022-07-07,25.4,23.7,27.3,.2,.6,1.4,5.8,4.2,1.2,82,90.1
90,º”√ ,2022-07-08,28.3,23.3,33.4,0,0,0,7.4,3.5,1.1,51,72.4
